sofifa_id,player_name,team,position,birth_year
test
188829,Nicolas Nkoulou,Cameroon,DF,1990
15867587,Nicolás De La Cruz,Uruguay,MF,1997
192366,Nicolás Otamendi,Argentina,DF,1988
211256,Nicolás Tagliafico,Argentina,DF,1992
212190,Niklas Süle,Germany,DF,1995
238095,Nikola Milenković,Serbia,DF,1997
241095,Nikola Vlašić,Croatia,FW,1997
239380,Noa Lang,Netherlands,MF,1999
242530,Noah Okafor,Switzerland,FW,2000
237469,Nouhou Tolo,Cameroon,DF,1997
236401,Noussair Mazraoui,Morocco,DF,1997
252145,Nuno Mendes,Portugal,DF,2002
13738514,Néstor Araujo,Mexico,DF,1991
236758,Oliver Christensen,Denmark,GK,1999
178509,Olivier Giroud,France,FW,1986
243235,Olivier Mbaizo,Cameroon,DF,1997
218745,Olivier Ntcham,Cameroon,MF,1996
224574,Orbelín Pineda,Mexico,MF,1996
258608,Osman Bukari,Ghana,MF,1998
275070,Otávio,Portugal,MF,1995
231443,Ousmane Dembélé,France,FW,1997
198950,Pablo Sarabia,Spain,FW,1992
237424,Paik Seung-ho,Korea Republic,MF,1997
228386,Pape Abou Cissé,Senegal,DF,1995
241707,Pape Gueye,Senegal,MF,1999
259868,Pape Matar Sarr,Senegal,MF,2002
244643,Papu Gómez,Argentina,MF,1988
228386,Pathé Ciss,Senegal,MF,1994
270054,Patrick Sequeira,Costa Rica,GK,1999
241464,Pau Torres,Spain,DF,1997
211110,Paulo Dybala,Argentina,FW,1993
263238,Payam Niazmand,IR Iran,GK,1995
251854,Pedri,Spain,MF,2002
189505,Pedro,Brazil,FW,1997
226110,Pepe,Portugal,DF,1983
237942,Pervis Estupiñán,Ecuador,DF,1998
237692,Phil Foden,England,FW,2000
239364,Philipp Köhn,Switzerland,GK,1998
256197,Piero Hincapié,Ecuador,DF,2002
213648,Pierre Højbjerg,Denmark,MF,1995
240190,Pierre Kunde,Cameroon,MF,1995
210406,Piotr Zieliński,Poland,MF,1994
241727,Predrag Rajković,Serbia,GK,1995
212138,Przemysław Frankowski,Poland,MF,1995
241721,Rafael Leão,Portugal,FW,1999
202652,Raheem Sterling,England,FW,1994
15389267,Ramin Rezaeian,IR Iran,DF,1990
237679,Randal Kolo Muani,France,FW,1998
209889,Raphaël Guerreiro,Portugal,DF,1993
201535,Raphaël Varane,France,DF,1993
233419,Raphinha,Brazil,FW,1996
233301,Rasmus Nissen,Denmark,DF,1997
204838,Raúl Jiménez,Mexico,FW,1991
162328,Remko Pasveer,Netherlands,GK,1983
202024,Remo Freuler,Switzerland,MF,1992
210537,Renato Steffen,Switzerland,FW,1991
213516,Ricardo Horta,Portugal,FW,1994
193352,Ricardo Rodríguez,Switzerland,DF,1992
231943,Richarlison,Brazil,FW,1997
232081,Richie Laryea,Canada,DF,1995
233487,Riley McGree,Australia,FW,1998
232639,Ritsu Doan,Japan,FW,1998
229800,Riyadh Sharahili,Saudi Arabia,MF,1993
272483,Roan Wilson,Costa Rica,MF,2002
12255942,Robert Arboleda,Ecuador,DF,1991
233409,Robert Gumny,Poland,DF,1998
188545,Robert Lewandowski,Poland,FW,1988
215449,Robert Skov,Denmark,DF,1996
248872,Robert Sánchez,Spain,GK,1997
237043,Roberto Alvarado,Mexico,FW,1998
186098,Rodolfo Cota,Mexico,GK,1987
231866,Rodri,Spain,DF,1996
227535,Rodrigo Bentancur,Uruguay,MF,1997
212616,Rodrigo De Paul,Argentina,MF,1994
243812,Rodrygo,Brazil,MF,2001
232294,Rogelio Funes Mori,Mexico,FW,1991
208295,Romain Saïss,Morocco,DF,1990
204738,Romario Ibarra,Ecuador,MF,1994
192505,Romelu Lukaku,Belgium,FW,1993
241803,Roozbeh Cheshmi,IR Iran,DF,1993
238581,Ruben Vargas,Switzerland,FW,1998
257437,Rubin Colwill,Wales,MF,2002
178005,Rui Patrício,Portugal,GK,1988
232230,Rónald Matarrita,Costa Rica,DF,1994
239818,Rúben Dias,Portugal,DF,1997
224293,Rúben Neves,Portugal,MF,1997
180548,Saad Al Sheeb,Qatar,GK,1990
244259,Sadegh Moharrami,IR Iran,DF,1996
233241,Saeid Ezatolahi,IR Iran,MF,1996
211173,Saleh Al-Shehri,Saudi Arabia,FW,1993
210602,Salem Al-Dawsari,Saudi Arabia,MF,1991
268785,Salem Al-Hajri,Qatar,MF,1996
252059,Salis Abdul Samed,Ghana,MF,2000
191269,Salman Al-Faraj,Saudi Arabia,MF,1989
220028,Sam Adekugbe,Canada,DF,1995
231949,Saman Ghoddos,IR Iran,MF,1993
233961,Sami Al-Najei,Saudi Arabia,MF,1997
241093,Samuel Oum Gouet,Cameroon,MF,1997
213092,Samuel Piette,Canada,MF,1994
213955,Sardar Azmoun,IR Iran,FW,1995
246688,Saud Abdulhamid,Saudi Arabia,DF,1999
236699,Saša Lukić,Serbia,MF,1996
190780,Sean Johnson,United States,GK,1989
235973,Sebastian Szymański,Poland,MF,1999
197655,Sebastián Coates,Uruguay,DF,1990
205409,Sebastián Sosa,Uruguay,GK,1986
15251860,Seifeddine Jaziri,Tunisia,FW,1993
229010,Selim Amallah,Morocco,MF,1996
239358,Seny Dieng,Senegal,GK,1994
206113,Serge Gnabry,Germany,FW,1995
223848,Sergej Milinković-Savić,Serbia,MF,1995
189511,Sergio Busquets,Spain,MF,1988
223690,Sergio Rochet,Uruguay,GK,1993
251804,Sergiño Dest,United States,DF,2000
232120,Shaquell Moore,United States,DF,1996
233225,Shogo Taniguchi,Japan,DF,1991
217414,Shoja' Khalilzadeh,IR Iran,DF,1989
245622,Shuto Machino,Japan,FW,1999
217649,Shūichi Gonda,Japan,GK,1989
216158,Silvan Widmer,Switzerland,DF,1993
179645,Simon Kjær,Denmark,DF,1989
173426,Simon Mignolet,Belgium,GK,1988
255151,Simon Ngapandouetnbu,Cameroon,GK,2003
211381,Sofiane Boufal,Morocco,FW,1993
224158,Sofyan Amrabat,Morocco,MF,1996
200104,Son Heung-min,Korea Republic,FW,1992
221875,Son Jun-ho,Korea Republic,MF,1992
238570,Song Bumkeun,Korea Republic,GK,1997
248188,Song Minkyu,Korea Republic,FW,1999
260478,Sorba Thomas,Wales,MF,1999
235589,Srđan Babić,Serbia,DF,1996
209547,Stefan Mitrović,Serbia,DF,1990
198176,Stefan de Vrij,Netherlands,DF,1992
242380,Stephen Eustáquio,Canada,MF,1996
163705,Steve Mandanda,France,GK,1985
200260,Steven Berghuis,Netherlands,MF,1991
225953,Steven Bergwijn,Netherlands,FW,1997
192528,Steven Vitória,Canada,DF,1987
10907973,Strahinja Eraković,Serbia,DF,2001
254840,Strahinja Pavlović,Serbia,DF,2001
232477,Sultan Al-Ghanam,Saudi Arabia,DF,1994
239732,Szymon Żurkowski,Poland,MF,1997
10057499,Taha Yassine Khenissi,Tunisia,FW,1992
246800,Tajon Buchanan,Canada,MF,1999
237681,Takefusa Kubo,Japan,FW,2001
232938,Takehiro Tomiyasu,Japan,DF,1998
232610,Takuma Asano,Japan,FW,1994
226627,Takumi Minamino,Japan,FW,1995
238878,Tarek Salman,Qatar,DF,1997
242418,Tariq Lamptey,Ghana,DF,2000
240679,Teun Koopmeiners,Netherlands,MF,1998
232656,Theo Hernández,France,DF,1997
245371,Thiago Almada,Argentina,MF,2001
164240,Thiago Silva,Brazil,DF,1984
192119,Thibaut Courtois,Belgium,GK,1992
226229,Thilo Kehrer,Germany,DF,1996
193283,Thomas Delaney,Denmark,MF,1991
228310,Thomas Deng,Australia,DF,1997
202371,Thomas Meunier,Belgium,DF,1991
189596,Thomas Müller,Germany,FW,1989
209989,Thomas Partey,Ghana,MF,1993
203486,Thorgan Hazard,Belgium,FW,1993
198261,Tim Ream,United States,DF,1987
222501,Timothy Castagne,Belgium,DF,1995
241496,Timothy Weah,United States,FW,2000
184087,Toby Alderweireld,Belgium,DF,1989
211363,Tom Lockyer,Wales,DF,1994
231281,Trent Alexander-Arnold,England,DF,1998
232999,Tyler Adams,United States,MF,1999
238041,Tyrell Malacia,Netherlands,DF,1999
230869,Unai Simón,Spain,GK,1997
237997,Uriel Antuna,Mexico,FW,1997
244253,Uroš Račić,Serbia,MF,1998
241785,Vahid Amiri,IR Iran,FW,1988
224836,Vanja Milinković-Savić,Serbia,GK,1997
235658,Victor Nelsson,Denmark,DF,1998
199069,Vincent Aboubakar,Cameroon,FW,1992
226537,Vincent Janssen,Netherlands,FW,1994
238794,Vinicius Júnior,Brazil,FW,2000
203376,Virgil van Dijk,Netherlands,DF,1991
255253,Vitinha,Portugal,MF,2000
194845,Wahbi Khazri,Tunisia,FW,1991
264008,Wajdi Kechrida,Tunisia,DF,1995
268511,Walid Cheddira,Morocco,FW,1998
212591,Walker Zimmerman,United States,DF,1993
232487,Wataru Endo,Japan,MF,1993
170084,Wayne Hennessey,Wales,GK,1987
238744,Weston McKennie,United States,MF,1998
207566,William Carvalho,Portugal,MF,1992
256196,William Pacho,Ecuador,DF,2001
243715,William Saliba,France,DF,2001
186153,Wojciech Szczęsny,Poland,GK,1990
235036,Wout Faes,Belgium,DF,1998
223689,Wout Weghorst,Netherlands,FW,1992
186555,Wéverton,Brazil,GK,1987
245367,Xavi Simons,Netherlands,FW,2003
246406,Xavier Arreaga,Ecuador,DF,1994
193348,Xherdan Shaqiri,Switzerland,FW,1991
268866,Yahya Attiat Allah,Morocco,DF,1995
268864,Yahya Jabrane,Morocco,MF,1991
177683,Yann Sommer,Switzerland,GK,1988
208418,Yannick Carrasco,Belgium,FW,1993
210603,Yasser Al-Shahrani,Saudi Arabia,DF,1992
209981,Yassine Bounou,Morocco,GK,1991
241746,Yassine Meriah,Tunisia,DF,1993
14260723,Yeltsin Tejeda,Costa Rica,MF,1992
259377,Yeremi Pino,Spain,FW,2002
237965,Yoon Jong-gyu,Korea Republic,DF,1998
216393,Youri Tielemans,Belgium,MF,1997
270642,Yousef Hassan,Qatar,GK,1996
235410,Youssef En-Nesyri,Morocco,FW,1997
14988266,Youssef Msakni,Tunisia,MF,1990
245630,Youssouf Fofana,France,MF,1999
215699,Youssouf Sabaly,Senegal,DF,1993
240833,Youssoufa Moukoko,Germany,FW,2004
268712,Youstin Salas,Costa Rica,DF,1996
246316,Yuki Soma,Japan,FW,1997
253177,Yunus Musah,United States,MF,2002
207791,Yussuf Poulsen,Denmark,FW,1994
194359,Yuto Nagatomo,Japan,MF,1986
248564,Zakaria Aboukhlal,Morocco,FW,2000
254262,Zeno Debast,Belgium,DF,2003
201153,Álvaro Morata,Spain,FW,1992
14461542,Álvaro Zamora,Costa Rica,MF,2002
214997,Ángel Correa,Argentina,MF,1995
183898,Ángel Di María,Argentina,MF,1988
223053,Ángel Mena,Ecuador,FW,1988
246055,Ángelo Preciado,Ecuador,DF,1998
240130,Éder Militão,Brazil,DF,1998
212772,Óscar Duarte,Costa Rica,DF,1989
186942,İlkay Gündoğan,Germany,MF,1990
189908,Łukasz Skorupski,Poland,GK,1991
